mesh_id,descriptor_name,tree_number,parent_tree_number,parent_id,parent_name
D000099203,Neurodevelopment,G11.561.618,G11,D055687,Musculoskeletal and Neural Physiological Phenomena
D054082,Lissencephaly,C10.500.507.450.499,C10,D009422,Nervous System Diseases
D054082,Lissencephaly,C16.131.666.507.450.499,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D015928,Cognitive Behavioral Therapy,F04.754.137.350,F04,D004191,Behavioral Disciplines and Activities
D010306,Parotid Gland,A03.556.500.760.464,A03,D004064,Digestive System
D010306,Parotid Gland,A10.336.779.464,A10,D014024,Tissues
D010306,Parotid Gland,A14.549.760.464,A14,D013284,Stomatognathic System
D016142,Holoprosencephaly,C05.660.207.410,C05,D009140,Musculoskeletal Diseases
D016142,Holoprosencephaly,C10.500.034.875,C10,D009422,Nervous System Diseases
D016142,Holoprosencephaly,C16.131.077.410,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D057180,Frontotemporal Dementia,C10.228.140.380.266.299,C10,D009422,Nervous System Diseases
D057180,Frontotemporal Dementia,C18.452.845.800.300.299,C18,D009750,Nutritional and Metabolic Diseases
D057180,Frontotemporal Dementia,F03.615.400.380.299,F03,D001523,Mental Disorders
D003291,Conversion Disorder,F03.875.300,F03,D001523,Mental Disorders
D018450,Disease Progression,C23.550.291.656,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D012674,Senecio,B01.875.800.575.912.250.100.800,B01,D056890,Eukaryota
D008569,Memory Disorders,C10.597.606.525,C10,D009422,Nervous System Diseases
D008569,Memory Disorders,C23.888.592.604.529,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D008569,Memory Disorders,F01.700.625,F01,D001520,Behavior and Behavior Mechanisms
D000071441,Emotion-Focused Therapy,F04.754.293,F04,D004191,Behavioral Disciplines and Activities
D003244,Consciousness Disorders,C10.597.606.358,C10,D009422,Nervous System Diseases
D003244,Consciousness Disorders,C23.888.592.604.359,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D003244,Consciousness Disorders,F01.700.315,F01,D001520,Behavior and Behavior Mechanisms
D003244,Consciousness Disorders,F03.615.300,F03,D001523,Mental Disorders
D006803,Human Development,F01.525,F01,D001520,Behavior and Behavior Mechanisms
D006803,Human Development,G07.345.374,G07,D010829,Physiological Phenomena
D003221,Confusion,C10.597.606.337,C10,D009422,Nervous System Diseases
D003221,Confusion,C23.888.592.604.339,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D003221,Confusion,F01.700.250,F01,D001520,Behavior and Behavior Mechanisms
D000093902,Mixed Dementias,C10.228.140.380.711,C10,D009422,Nervous System Diseases
D000093902,Mixed Dementias,F03.615.400.756,F03,D001523,Mental Disorders
D000297,"Psychology, Adolescent",F04.096.628.065,F04,D004191,Behavioral Disciplines and Activities
D062207,Brain-Computer Interfaces,E07.305.076,E07,D004864,Equipment and Supplies
D007276,"Injections, Intraventricular",E02.319.267.530.550,E02,D013812,Therapeutics
D019340,"Osteotomy, Le Fort",E04.545.575,E04,D013514,"Surgical Procedures, Operative"
D019340,"Osteotomy, Le Fort",E06.645.575,E06,D003813,Dentistry
D000092223,Hippocampal Sclerosis,C10.500.507.400.187,C10,D009422,Nervous System Diseases
D000092223,Hippocampal Sclerosis,C16.131.666.507.400.187,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D000072696,High-Intensity Interval Training,G11.427.410.698.277.311.250,G11,D055687,Musculoskeletal and Neural Physiological Phenomena
D000072696,High-Intensity Interval Training,I03.350.311.250,I03,D006802,Human Activities
D008136,Longevity,G07.345.124.519,G07,D010829,Physiological Phenomena
D012474,Salmon,B01.050.150.900.493.817.750.705,B01,D056890,Eukaryota
D000076122,Disks Large Homolog 4 Protein,D08.811.913.696.650.450.750,D08,D045762,Enzymes and Coenzymes
D000076122,Disks Large Homolog 4 Protein,D12.644.360.265,D12,D000602,"Amino Acids, Peptides, and Proteins"
D019452,Terminally Ill,M01.873,M01,D009272,Persons
D003248,Constipation,C23.888.821.150,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D000090124,Intestinal Failure,C06.405.469.462,C06,D004066,Digestive System Diseases
D007503,Iron Isotopes,D01.268.556.412.500,D01,D007287,Inorganic Chemicals
D000081028,Toxic Optic Neuropathy,C10.292.200.750.500,C10,D009422,Nervous System Diseases
D000081028,Toxic Optic Neuropathy,C11.640.530.500,C11,D005128,Eye Diseases
D000081028,Toxic Optic Neuropathy,C23.550.877,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D000081028,Toxic Optic Neuropathy,C25.100.937,C25,D064419,Chemically-Induced Disorders
D000081028,Toxic Optic Neuropathy,C26.733.902,C26,D014947,Wounds and Injuries
D000081028,Toxic Optic Neuropathy,G01.750.748.500.902,G01,D055585,Physical Phenomena
D009901,Optic Nerve Diseases,C10.292.700,C10,D009422,Nervous System Diseases
D009901,Optic Nerve Diseases,C11.640,C11,D005128,Eye Diseases
D003967,Diarrhea,C23.888.821.214,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D002127,Calcium Isotopes,D01.268.552.100.500,D01,D007287,Inorganic Chemicals
D049349,"Receptors, Lysosphingolipid",D12.776.543.750.695.420.500,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000087508,Healthy Life Expectancy,E05.318.308.985.450.500,E05,D008919,Investigative Techniques
D000087508,Healthy Life Expectancy,N01.224.935.464.500,N01,D011154,Population Characteristics
D000087508,Healthy Life Expectancy,N06.850.505.400.975.450.500,N06,D004778,Environment and Public Health
D018476,Hypokinesia,C10.597.350.400,C10,D009422,Nervous System Diseases
D018476,Hypokinesia,C23.888.592.350.400,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D004555,Electric Fish,B01.050.150.900.493.378,B01,D056890,Eukaryota
D007827,Laryngitis,C01.748.368,C01,D007239,Infections
D007827,Laryngitis,C08.360.535,C08,D012140,Respiratory Tract Diseases
D007827,Laryngitis,C09.400.535,C09,D010038,Otorhinolaryngologic Diseases
D059525,Supraglottitis,C01.748.798,C01,D007239,Infections
D059525,Supraglottitis,C08.360.840,C08,D012140,Respiratory Tract Diseases
D059525,Supraglottitis,C09.400.840,C09,D010038,Otorhinolaryngologic Diseases
D005764,Gastroesophageal Reflux,C06.405.117.119.500.484,C06,D004066,Digestive System Diseases
D007818,Laryngeal Diseases,C08.360,C08,D012140,Respiratory Tract Diseases
D007818,Laryngeal Diseases,C09.400,C09,D010038,Otorhinolaryngologic Diseases
D000099057,Chronic Care Model,N04.590.374.142.001,N04,D006298,Health Services Administration
D010612,Pharyngitis,C01.748.561,C01,D007239,Infections
D010612,Pharyngitis,C07.550.781,C07,D009057,Stomatognathic Diseases
D010612,Pharyngitis,C08.730.561,C08,D012140,Respiratory Tract Diseases
D010612,Pharyngitis,C09.775.649,C09,D010038,Otorhinolaryngologic Diseases
D052016,Mucositis,C06.405.205.798,C06,D004066,Digestive System Diseases
D052016,Mucositis,C07.465.584,C07,D009057,Stomatognathic Diseases
D014069,Tonsillitis,C01.748.561.750,C01,D007239,Infections
D014069,Tonsillitis,C07.550.781.750,C07,D009057,Stomatognathic Diseases
D014069,Tonsillitis,C08.730.561.750,C08,D012140,Respiratory Tract Diseases
D014069,Tonsillitis,C09.775.649.750,C09,D010038,Otorhinolaryngologic Diseases
D000096825,Rhinosinusitis,C01.748.674.500,C01,D007239,Infections
D000096825,Rhinosinusitis,C08.460.692.752.703,C08,D012140,Respiratory Tract Diseases
D000096825,Rhinosinusitis,C09.603.692.752.703,C09,D010038,Otorhinolaryngologic Diseases
D012852,Sinusitis,C01.748.749,C01,D007239,Infections
D012852,Sinusitis,C08.460.692.752,C08,D012140,Respiratory Tract Diseases
D012852,Sinusitis,C09.603.692.752,C09,D010038,Otorhinolaryngologic Diseases
D004826,Epiglottitis,C01.748.798.200,C01,D007239,Infections
D004826,Epiglottitis,C08.730.798.200,C08,D012140,Respiratory Tract Diseases
D002429,Cecal Diseases,C06.405.469.110,C06,D004066,Digestive System Diseases
D046891,Cylindrospermopsis,B03.280.210,B03,D001419,Bacteria
D031289,Albizzia,B01.875.800.575.912.250.401.051,B01,D056890,Eukaryota
D006606,Hiccup,C23.888.821.578,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D009641,Norethynodrel,D04.210.500.668.651.693.706,D04,D011083,Polycyclic Compounds
D029865,Cytisus,B01.875.800.575.912.250.401.187,B01,D056890,Eukaryota
D001946,Breech Presentation,C12.050.703.420.183,C12,D000091642,Urogenital Diseases
D001946,Breech Presentation,G08.686.520.150,G08,D012101,Reproductive and Urinary Physiological Phenomena
D031048,Cnidium,B01.875.800.575.912.250.075.199,B01,D056890,Eukaryota
D014249,Trichophyton,B01.300.381.928,B01,D056890,Eukaryota
D031741,Cenchrus,B01.875.800.575.912.250.822.151,B01,D056890,Eukaryota
D055399,Laccaria,B01.300.179.100.502,B01,D056890,Eukaryota
D008808,"Mice, Inbred CBA",B01.050.050.199.520.520.440,B01,D056890,Eukaryota
D005456,Fluorescent Dyes,D27.720.233.348,D27,D020164,Chemical Actions and Uses
D000273,Adipose Tissue,A10.165.114,A10,D014024,Tissues
D017667,Adipocytes,A11.329.114,A11,D002477,Cells
D000069797,"Adipocytes, Beige",A11.329.114.125,A11,D002477,Cells
D000609,Aminoacridines,D03.633.300.046.250,D03,D006571,Heterocyclic Compounds
D052436,"Adipose Tissue, White",A10.165.114.830,A10,D014024,Tissues
D050156,Adipogenesis,G04.152.149,G04,D002468,Cell Physiological Phenomena
D052438,"Adipocytes, White",A11.329.114.500,A11,D002477,Cells
D052437,"Adipocytes, Brown",A11.329.114.249,A11,D002477,Cells
D000069796,"Adipose Tissue, Beige",A10.165.114.161,A10,D014024,Tissues
D002001,"Adipose Tissue, Brown",A10.165.114.322,A10,D014024,Tissues
D008649,Mesonephroma,C04.557.465.510,C04,D009369,Neoplasms
D018205,"Neoplasms, Adipose Tissue",C04.557.450.550,C04,D009369,Neoplasms
D062689,Lipoblastoma,C04.557.450.550.400.500,C04,D009369,Neoplasms
D010925,Placental Function Tests,E01.370.378.610,E01,D003933,Diagnosis
D018207,Angiomyolipoma,C04.557.450.550.125,C04,D009369,Neoplasms
D008107,Liver Diseases,C06.552,C06,D004066,Digestive System Diseases
D019570,Inhalation Exposure,N06.850.460.350.112,N06,D004778,Environment and Public Health
D015047,Zoonoses,C01.973,C01,D007239,Infections
D015047,Zoonoses,C22.969,C22,D000820,Animal Diseases
D000838,Anions,D01.248.497.158,D01,D007287,Inorganic Chemicals
D064419,Chemically-Induced Disorders,C25,C25,D064419,Chemically-Induced Disorders
D062806,Myelin and Lymphocyte-Associated Proteolipid Proteins,D10.570.780.249,D10,D008055,Lipids
D062806,Myelin and Lymphocyte-Associated Proteolipid Proteins,D12.776.543.488.374,D12,D000602,"Amino Acids, Peptides, and Proteins"
D016704,Synapsins,D12.776.631.750,D12,D000602,"Amino Acids, Peptides, and Proteins"
D062805,Synaptogyrins,D12.776.543.488.750,D12,D000602,"Amino Acids, Peptides, and Proteins"
D010741,Phospholipases A,D08.811.277.352.100.680.750,D08,D045762,Enzymes and Coenzymes
D058579,Hyalectins,D09.400.430.930.750.687,D09,D002241,Carbohydrates
D058579,Hyalectins,D12.776.395.650.750.687,D12,D000602,"Amino Acids, Peptides, and Proteins"
D022461,Caveolins,D12.776.543.990.100,D12,D000602,"Amino Acids, Peptides, and Proteins"
D010738,Type C Phospholipases,D08.811.277.352.640.700.700,D08,D045762,Enzymes and Coenzymes
D013107,Sphingolipids,D10.570.877,D10,D008055,Lipids
D053667,Syndecans,D09.400.430.890.847,D09,D002241,Carbohydrates
D053667,Syndecans,D12.776.395.550.847,D12,D000602,"Amino Acids, Peptides, and Proteins"
D032490,Taxaceae,B01.875.800.575.912.625.937,B01,D056890,Eukaryota
D064210,Secondary Metabolism,G03.493.875,G03,D008660,Metabolism
D009730,Nursing Assessment,N04.590.233.508.480,N04,D006298,Health Services Administration
D054680,"Ribosome Subunits, Small, Bacterial",A11.284.430.214.190.875.811.870.750.700,A11,D002477,Cells
D054680,"Ribosome Subunits, Small, Bacterial",A20.874,A20,D056226,Bacterial Structures
D013516,"Oral Surgical Procedures, Preprosthetic",E04.545.550,E04,D013514,"Surgical Procedures, Operative"
D013516,"Oral Surgical Procedures, Preprosthetic",E06.645.550,E06,D003813,Dentistry
D017608,Chromium Compounds,D01.220,D01,D007287,Inorganic Chemicals
D002857,Chromium,D01.268.556.175,D01,D007287,Inorganic Chemicals
D013268,"Stimulation, Chemical",G07.690.773.996,G07,D010829,Physiological Phenomena
D018282,"Cystadenocarcinoma, Mucinous",C04.557.470.200.025.480.225,C04,D009369,Neoplasms
D034841,Abdominal Cavity,A01.923.047.025,A01,D001829,Body Regions
D000069295,Mammary Analogue Secretory Carcinoma,C04.557.470.200.588,C04,D009369,Neoplasms
D000005,Abdomen,A01.923.047,A01,D001829,Body Regions
D006607,"Adenoma, Sweat Gland",C04.557.470.035.175,C04,D009369,Neoplasms
D008048,Lip Neoplasms,C04.588.443.591.550,C04,D009369,Neoplasms
D008048,Lip Neoplasms,C07.465.409.640,C07,D009057,Stomatognathic Diseases
D002059,"Burns, Inhalation",C26.200.322,C26,D014947,Wounds and Injuries
D007457,Iodine Radioisotopes,D01.268.380.400.500.496,D01,D007287,Inorganic Chemicals
D018738,Hexamethonium,D02.092.877.250.592.400,D02,D009930,Organic Chemicals
D003750,Dental Fissures,A14.549.167.900.258,A14,D013284,Stomatognathic System
D003750,Dental Fissures,C07.793.700.255,C07,D009057,Stomatognathic Diseases
D005668,Furylfuramide,D02.640.600.330,D02,D009930,Organic Chemicals
D005668,Furylfuramide,D03.383.312.649.330,D03,D006571,Heterocyclic Compounds
D007777,Lactobacillaceae,B03.353.750.450,B03,D001419,Bacteria
D020333,Tolosa-Hunt Syndrome,C10.228.140.232.875,C10,D009422,Nervous System Diseases
D020333,Tolosa-Hunt Syndrome,C11.590.905,C11,D005128,Eye Diseases
D061353,Food Storage,J01.576.423.200.387,J01,D013676,"Technology, Industry, and Agriculture"
D005519,Food Preservation,J01.576.423.850.700,J01,D013676,"Technology, Industry, and Agriculture"
D010473,Perciformes,B01.050.150.900.493.602,B01,D056890,Eukaryota
D001406,Bacillaceae,B03.300.390.400.158,B03,D001419,Bacteria
D000097798,Food Loss and Waste,D20.944.190,D20,D045424,Complex Mixtures
D000097798,Food Loss and Waste,J01.576.423.350,J01,D013676,"Technology, Industry, and Agriculture"
D000097798,Food Loss and Waste,N06.850.460.710.285,N06,D004778,Environment and Public Health
D029590,Myricaceae,B01.875.800.575.912.250.859.750.700,B01,D056890,Eukaryota
D011036,Poecilia,B01.050.150.900.493.850.280.680,B01,D056890,Eukaryota
D029786,Cyperus,B01.875.800.575.912.250.312.199,B01,D056890,Eukaryota
D012228,Rhinosporidium,B01.500.700,B01,D056890,Eukaryota
D052818,Autotrophic Processes,G02.111.071,G02,D055598,Chemical Phenomena
D052818,Autotrophic Processes,G03.087,G03,D008660,Metabolism
D000693,Anaerobiosis,G02.111.062,G02,D055598,Chemical Phenomena
D000693,Anaerobiosis,G03.078,G03,D008660,Metabolism
D031421,Hemerocallis,B01.875.800.575.912.250.618.100.970.750,B01,D056890,Eukaryota
D058431,Brachypodium,B01.875.800.575.912.250.822.072,B01,D056890,Eukaryota
D031746,Digitaria,B01.875.800.575.912.250.822.311,B01,D056890,Eukaryota
D050686,"Whales, Pilot",B01.050.150.900.649.313.875.267.920,B01,D056890,Eukaryota
D000084662,Batrachochytrium,B01.300.283.500,B01,D056890,Eukaryota
D049916,Polyplacophora,B01.050.500.644.600,B01,D056890,Eukaryota
D003531,Cypriniformes,B01.050.150.900.493.200,B01,D056890,Eukaryota
D002195,Capillaria,B01.050.500.500.294.100.275.780.180,B01,D056890,Eukaryota
D031179,Centaurea,B01.875.800.575.912.250.100.188,B01,D056890,Eukaryota
D032265,Verbascum,B01.875.800.575.912.250.583.800.899,B01,D056890,Eukaryota
D037302,Ctenophora,B01.050.500.325,B01,D056890,Eukaryota
D029772,Bryonia,B01.875.800.575.912.250.300.093,B01,D056890,Eukaryota
D014274,Trifluralin,D02.092.146.859.717,D02,D009930,Organic Chemicals
D029911,Caesalpinia,B01.875.800.575.912.250.401.093,B01,D056890,Eukaryota
D056584,Leuconostocaceae,B03.353.750.475,B03,D001419,Bacteria
D044343,Overnutrition,C18.654.726,C18,D009750,Nutritional and Metabolic Diseases
D014788,"Vision, Entoptic",F02.830.816.964.730,F02,D011579,Psychological Phenomena
D014788,"Vision, Entoptic",G11.561.790.964.730,G11,D055687,Musculoskeletal and Neural Physiological Phenomena
D014788,"Vision, Entoptic",G14.935.730,G14,D009799,Ocular Physiological Phenomena
D000092663,Meibomitis,C11.338.133.500,C11,D005128,Eye Diseases
D000069462,Dimethyl Fumarate,D02.241.081.337.302.500,D02,D009930,Organic Chemicals
D041963,Bacteroidetes,B03.440.080,B03,D001419,Bacteria
D000068798,Hoodia,B01.875.800.575.912.250.456.500.389,B01,D056890,Eukaryota
D000066888,"Diet, Food, and Nutrition",G07.203,G07,D010829,Physiological Phenomena
D032495,Pteris,B01.875.800.575.912.063.750.666,B01,D056890,Eukaryota
D005513,Food Inspection,J01.576.423.850.730.500.500,J01,D013676,"Technology, Industry, and Agriculture"
D005513,Food Inspection,N06.850.601.500.500,N06,D004778,Environment and Public Health
D039106,Macadamia,B01.875.800.575.912.250.831.500,B01,D056890,Eukaryota
D055330,Nectria,B01.300.107.501.550,B01,D056890,Eukaryota
D032603,Scopolia,B01.875.800.575.912.250.908.500.612,B01,D056890,Eukaryota
D032492,Dryopteris,B01.875.800.575.912.063.222.222,B01,D056890,Eukaryota
D044064,Anaerobiospirillum,B03.440.425.410.145,B03,D001419,Bacteria
D029747,Opuntia,B01.875.800.575.912.250.198.500.200.500,B01,D056890,Eukaryota
D014674,"Plant Proteins, Dietary",D12.776.256.920,D12,D000602,"Amino Acids, Peptides, and Proteins"
D014674,"Plant Proteins, Dietary",G07.203.300.428.920,G07,D010829,Physiological Phenomena
D014674,"Plant Proteins, Dietary",J02.500.428.920,J02,D019602,Food and Beverages
D006972,Hypertelorism,C05.116.099.370.231.480,C05,D009140,Musculoskeletal Diseases
D006972,Hypertelorism,C16.131.621.207.231.480,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D002625,"Chemistry, Organic",H01.181.404,H01,D010811,Natural Science Disciplines
D000882,Haplorhini,B01.050.150.900.649.313.988.400,B01,D056890,Eukaryota
D017683,Oncorhynchus,B01.050.150.900.493.817.750.705.580,B01,D056890,Eukaryota
D004284,Dogfish,B01.050.150.900.493.370.853.392,B01,D056890,Eukaryota
D017685,Oncorhynchus keta,B01.050.150.900.493.817.750.705.580.400,B01,D056890,Eukaryota
D052716,"Pituitary Gland, Intermediate",A06.300.747.750,A06,D004703,Endocrine System
D052716,"Pituitary Gland, Intermediate",A08.186.211.180.497.352.435.500.750,A08,D009420,Nervous System
D000097815,Emotional Exhaustion,C23.888.369.250,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D000097815,Emotional Exhaustion,F01.145.126.990.620,F01,D001520,Behavior and Behavior Mechanisms
D000097815,Emotional Exhaustion,F02.830.900.459,F02,D011579,Psychological Phenomena
D014209,Treponema Immobilization Test,E01.370.225.812.735.850.800,E01,D003933,Diagnosis
D014209,Treponema Immobilization Test,E05.200.812.735.850.800,E05,D008919,Investigative Techniques
D013460,Sulfur Isotopes,D01.268.185.900.500,D01,D007287,Inorganic Chemicals
D055167,Dekkera,B01.300.107.795.192,B01,D056890,Eukaryota
D015592,Immunoradiometric Assay,E05.478.566.639.405,E05,D008919,Investigative Techniques
D015637,Gated Blood-Pool Imaging,E01.370.350.130.500.750,E01,D003933,Diagnosis
D010590,Phalloidine,D04.345.566.735,D04,D011083,Polycyclic Compounds
D010590,Phalloidine,D12.644.456.735,D12,D000602,"Amino Acids, Peptides, and Proteins"
D010590,Phalloidine,D23.946.587.755,D23,D001685,Biological Factors
D010609,Pharyngeal Muscles,A02.633.567.800,A02,D009141,Musculoskeletal System
D010609,Pharyngeal Muscles,A04.623.617,A04,D012137,Respiratory System
D010609,Pharyngeal Muscles,A14.724.617,A14,D013284,Stomatognathic System
D009334,Neck Muscles,A02.633.567.650,A02,D009141,Musculoskeletal System
D018524,Phototropism,G07.345.249.845.700,G07,D010829,Physiological Phenomena
D018524,Phototropism,G15.920.700,G15,D018521,Plant Physiological Phenomena
D042262,Retinoscopy,E01.370.380.560.500,E01,D003933,Diagnosis
D011537,Pruritus,C17.800.685,C17,D017437,Skin and Connective Tissue Diseases
D011537,Pruritus,C23.888.885.625,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D007215,Indophenol,D02.455.426.559.389.657.446,D02,D009930,Organic Chemicals
D007099,Imipramine,D03.633.300.240.485,D03,D006571,Heterocyclic Compounds
D018101,"Mice, Inbred mdx",B01.050.050.199.520.520.420.500,B01,D056890,Eukaryota
D044905,beta-Mannosidosis,C16.320.565.202.607.750,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D044905,beta-Mannosidosis,C18.452.648.202.607.750,C18,D009750,Nutritional and Metabolic Diseases
D004840,Epirizole,D03.383.129.539.200,D03,D006571,Heterocyclic Compounds
D003126,Colostrum,A12.200.194,A12,D005441,Fluids and Secretions
D007830,Larynx,A04.329,A04,D012137,Respiratory System
D018211,"Chondrosarcoma, Mesenchymal",C04.557.450.565.280.280,C04,D009369,Neoplasms
D000649,Amniocentesis,E01.370.225.500.384.050,E01,D003933,Diagnosis
D000649,Amniocentesis,E04.665.600.309,E04,D013514,"Surgical Procedures, Operative"
D000649,Amniocentesis,E05.200.500.384.050,E05,D008919,Investigative Techniques
D000077207,"Chondrosarcoma, Clear Cell",C04.557.450.565.280.140,C04,D009369,Neoplasms
D016104,Oligohydramnios,C12.050.703.560,C12,D000091642,Urogenital Diseases
D018269,"Carcinoma, Endometrioid",C04.557.470.200.025.240,C04,D009369,Neoplasms
D018269,"Carcinoma, Endometrioid",C12.050.351.500.056.630.705.331,C12,D000091642,Urogenital Diseases
D018269,"Carcinoma, Endometrioid",C19.391.630.705.331,C19,D004700,Endocrine System Diseases
D044522,Characeae,B01.875.800.150.150,B01,D056890,Eukaryota
D000073,Acenaphthenes,D02.455.426.559.847.638.059,D02,D009930,Organic Chemicals
D000073,Acenaphthenes,D04.615.638.059,D04,D011083,Polycyclic Compounds
D020840,Tissue Kallikreins,D08.811.277.656.300.760.442.875,D08,D045762,Enzymes and Coenzymes
D020840,Tissue Kallikreins,D23.101.140.870,D23,D001685,Biological Factors
D018194,Adenomyoma,C04.557.435.110,C04,D009369,Neoplasms
D004101,Dihydroxydihydrobenzopyrenes,D02.455.426.559.847.799.306.400,D02,D009930,Organic Chemicals
D004101,Dihydroxydihydrobenzopyrenes,D04.615.799.306.400,D04,D011083,Polycyclic Compounds
D012452,Saguinus,B01.050.150.900.649.313.988.400.600.150.150.710,B01,D056890,Eukaryota
D004757,Enterobius,B01.050.500.500.294.400.750.500.308,B01,D056890,Eukaryota
D025061,Dinosaurs,B01.050.150.900.833.150,B01,D056890,Eukaryota
D010039,Otorhinolaryngologic Neoplasms,C04.588.443.665,C04,D009369,Neoplasms
D010039,Otorhinolaryngologic Neoplasms,C09.647,C09,D010038,Otorhinolaryngologic Diseases
D018620,PrPSc Proteins,D12.776.785.340.750,D12,D000602,"Amino Acids, Peptides, and Proteins"
D016755,Proto-Oncogene Proteins c-jun,D12.776.260.108.820,D12,D000602,"Amino Acids, Peptides, and Proteins"
D055273,Salivary Proline-Rich Proteins,D12.644.848.937,D12,D000602,"Amino Acids, Peptides, and Proteins"
D051180,Desmoplakins,D12.776.220.790.500,D12,D000602,"Amino Acids, Peptides, and Proteins"
D041721,3T3-L1 Cells,A11.251.210.100.775.800,A11,D002477,Cells
D005216,Fat Body,A13.365,A13,D000825,Animal Structures
D005935,Glucagonoma,C04.557.470.200.025.290.750,C04,D009369,Neoplasms
D005935,Glucagonoma,C06.301.761.500.249,C06,D004066,Digestive System Diseases
D005935,Glucagonoma,C19.344.421.500.249,C19,D004700,Endocrine System Diseases
D019674,"Genes, T-Cell Receptor beta",G05.360.340.024.340.475.080,G05,D055614,Genetic Phenomena
D007365,Intercellular Junctions,A11.284.149.165.420,A11,D002477,Cells
D005318,Fetal Heart,A07.541.278,A07,D002319,Cardiovascular System
D005318,Fetal Heart,A16.378.303,A16,D004628,Embryonic Structures
D059506,Telomere Shortening,G02.111.225.940,G02,D055598,Chemical Phenomena
D059506,Telomere Shortening,G04.043.630,G04,D002468,Cell Physiological Phenomena
D059506,Telomere Shortening,G05.226.940,G05,D055614,Genetic Phenomena
D059506,Telomere Shortening,G07.345.124.130.630,G07,D010829,Physiological Phenomena
D000076665,Ventilation-Perfusion Scan,E01.370.350.710.900,E01,D003933,Diagnosis
D018433,Twin Studies as Topic,E05.318.372.900,E05,D008919,Investigative Techniques
D018433,Twin Studies as Topic,N05.715.360.330.900,N05,D017530,"Health Care Quality, Access, and Evaluation"
D018433,Twin Studies as Topic,N06.850.520.450.900,N06,D004778,Environment and Public Health
D009918,Orbital Neoplasms,C04.588.149.721.656,C04,D009369,Neoplasms
D009918,Orbital Neoplasms,C05.116.231.754.659,C05,D009140,Musculoskeletal Diseases
D009918,Orbital Neoplasms,C11.319.457,C11,D005128,Eye Diseases
D014566,Urogenital System,A05,A05,D014566,Urogenital System
D041741,Lower Gastrointestinal Tract,A03.556.249,A03,D004064,Digestive System
D009065,Mouth Rehabilitation,E06.584,E06,D003813,Dentistry
D011110,"Polymorphism, Genetic",G05.365.795,G05,D055614,Genetic Phenomena
D008815,"Mice, Inbred Strains",B01.050.050.199.520.520,B01,D056890,Eukaryota
D013945,Thymoma,C04.557.435.850,C04,D009369,Neoplasms
D013945,Thymoma,C15.604.861.800,C15,D006425,Hemic and Lymphatic Diseases
D016131,Lymphocyte Subsets,A11.118.637.555.567.550,A11,D002477,Cells
D016131,Lymphocyte Subsets,A15.145.229.637.555.567.550,A15,D006424,Hemic and Immune Systems
D013950,Thymus Gland,A10.549.750,A10,D014024,Tissues
D013950,Thymus Gland,A15.382.520.604.750,A15,D006424,Hemic and Immune Systems
D012333,"RNA, Messenger",D13.444.735.544,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D021982,Cell-Matrix Junctions,A11.284.149.165.165,A11,D002477,Cells
D017849,"Animals, Inbred Strains",B01.050.050.199.520,B01,D056890,Eukaryota
D016176,T-Lymphocyte Subsets,A11.118.637.555.567.550.500,A11,D002477,Cells
D016176,T-Lymphocyte Subsets,A15.145.229.637.555.567.550.500,A15,D006424,Hemic and Immune Systems
D002462,Cell Membrane,A11.284.149,A11,D002477,Cells
D013953,Thymus Neoplasms,C04.588.894.949,C04,D009369,Neoplasms
D013953,Thymus Neoplasms,C15.604.861,C15,D006425,Hemic and Lymphatic Diseases
D000267,Tissue Adhesions,C23.550.355.274.840,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D021961,Cell Membrane Structures,A11.284.149.165,A11,D002477,Cells
D012263,Ribonucleosides,D13.570.800,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D012260,Ribonucleases,D08.811.277.352.700,D08,D045762,Enzymes and Coenzymes
D046930,Thymus Plant,B01.875.800.575.912.250.583.520.974,B01,D056890,Eukaryota
D002449,Cell Aggregation,G04.198.251,G04,D002468,Cell Physiological Phenomena
D023121,"RNA, Messenger, Stored",D13.444.735.544.527,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D004351,Drug Resistance,G07.690.773.984,G07,D010829,Physiological Phenomena
D016175,B-Lymphocyte Subsets,A11.063.438.450,A11,D002477,Cells
